City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,baker city,44.7749,-117.8344,12.84,66,20,5.14,US,1683420759
83,acarau,-2.8856,-40.12,25.62,85,12,4.81,BR,1683421034
84,yuci,37.6803,112.7319,10.86,76,5,4.0,CN,1683421034
85,nyurba,63.2842,118.3319,-1.49,88,100,5.89,RU,1683421035
86,sisimiut,66.9395,-53.6735,-0.19,88,100,2.71,GL,1683421035
87,lompoc,34.6391,-120.4579,18.34,69,0,7.15,US,1683421035
88,portland,45.5234,-122.6762,17.33,61,75,2.57,US,1683420720
89,lihue,21.9789,-159.3672,27.58,65,75,8.75,US,1683421035
90,at-bashi,41.1702,75.8106,3.53,53,99,1.05,KG,1683421035
91,talnakh,69.4865,88.3972,-13.79,94,55,0.79,RU,1683421036
92,grand falls-windsor,48.9332,-55.6649,1.95,89,91,2.79,CA,1683421036
93,magsaysay,6.7667,125.1833,28.56,78,81,1.6,PH,1683421036
94,torit,4.4133,32.5678,22.61,77,80,1.78,SS,1683421036
95,changyon,38.2508,125.0961,14.78,41,100,2.41,KP,1683421036
96,ancud,-41.8697,-73.8203,9.7,92,40,2.67,CL,1683421036
97,margaret river,-33.95,115.0667,13.9,89,100,5.59,AU,1683421036
98,jinchang,38.4953,102.1739,8.87,74,100,4.41,CN,1683421037
99,scottsbluff,41.8666,-103.6672,22.13,23,0,4.63,US,1683421037
100,crane,31.3974,-102.3501,30.19,12,39,1.18,US,1683421037
101,vrangel',42.7297,133.0839,9.78,57,5,1.96,RU,1683421037
102,aasiaat,68.7098,-52.8699,-2.24,97,100,1.02,GL,1683421037
103,tazovsky,67.4667,78.7,-10.21,94,100,3.29,RU,1683421037
104,almeirim,-1.5233,-52.5817,24.24,91,12,1.35,BR,1683421037
105,sao joao da barra,-21.6403,-41.0511,23.05,84,51,3.04,BR,1683421038
106,colonia,50.9333,6.95,14.98,88,0,2.06,DE,1683421038
107,malmberget,67.1753,20.6549,-7.89,98,100,0.88,SE,1683421038
108,pangody,65.85,74.4859,-3.24,95,100,5.81,RU,1683421038
109,dudinka,69.4058,86.1778,-15.9,99,100,0.19,RU,1683421038
110,dakhla,23.6848,-15.958,18.8,86,0,12.35,EH,1683421038
111,ushuaia,-54.8,-68.3,4.81,70,20,2.57,AR,1683421038
112,antofagasta,-23.65,-70.4,15.6,81,11,2.6,CL,1683420963
113,hadibu,12.65,54.0333,28.01,78,29,1.98,YE,1683421039
114,allapalli,19.4167,80.0667,29.02,62,53,1.29,IN,1683421039
115,punta arenas,-53.15,-70.9167,7.06,70,0,10.29,CL,1683421039
116,wailua homesteads,22.0669,-159.378,27.24,66,75,8.75,US,1683421039
117,lang son,21.8333,106.7333,28.62,78,33,2.57,VN,1683421039
118,seminole,28.7086,-81.2081,24.64,76,100,4.63,US,1683421014
119,ambon,-3.6954,128.1814,31.37,66,40,1.54,ID,1683421039
120,praia da vitoria,38.7333,-27.0667,20.14,77,75,11.16,PT,1683421040
121,port lincoln,-34.7333,135.8667,13.41,58,100,4.55,AU,1683421040
122,el granada,37.5027,-122.4694,17.75,78,100,4.63,US,1683421040
123,lautoka,-17.6167,177.4667,29.92,62,40,3.6,FJ,1683421040
124,jayapura,-2.5333,140.7,31.66,73,73,1.17,ID,1683421040
125,paoua,7.2427,16.4406,23.73,72,92,3.34,CF,1683421041
126,san andres,12.5847,-81.7006,29.01,70,20,4.63,CO,1683421041
127,susuman,62.7833,148.1667,-1.35,61,22,1.3,RU,1683421041
128,moyynkum,44.2914,72.9469,11.65,28,0,4.47,KZ,1683421041
129,nova odesa,47.3078,31.7851,6.23,72,9,5.2,UA,1683421041
130,qaqortoq,60.7167,-46.0333,1.15,87,100,0.95,GL,1683421041
131,nogliki,51.8333,143.1667,6.46,59,100,3.83,RU,1683421042
132,isafjordur,66.0755,-23.124,4.95,93,99,2.74,IS,1683421042
133,greenville,35.6127,-77.3663,21.09,69,0,2.06,US,1683421042
134,puerto leguizamo,-0.1934,-74.7819,22.79,98,96,1.03,CO,1683421042
135,iqaluit,63.7506,-68.5145,-3.15,79,40,12.86,CA,1683421042
136,dayr hafir,36.1569,37.7078,15.34,72,3,4.44,SY,1683421042
137,liwale,-9.7667,37.9333,20.62,75,98,1.36,TZ,1683421042
138,eirunepe,-6.6603,-69.8736,22.32,99,97,0.76,BR,1683421043
139,laguna,38.421,-121.4238,19.15,60,20,7.72,US,1683421043
140,koryazhma,61.3143,47.1691,-2.13,97,100,4.83,RU,1683421044
141,brokopondo,4.75,-55.1667,25.4,89,94,3.38,SR,1683421044
142,whitehorse,60.7161,-135.0538,15.43,29,40,5.14,CA,1683421044
143,libenge,3.65,18.6333,21.39,98,100,1.17,CD,1683421044
144,georgetown,5.4112,100.3354,27.96,94,20,1.54,MY,1683420771
145,avarua,-21.2078,-159.775,28.03,83,100,2.57,CK,1683421045
146,dolinsk,47.35,142.8,8.77,39,5,1.98,RU,1683421045
147,constantia,44.1833,28.65,9.38,79,11,6.71,RO,1683421045
148,albany,42.6001,-73.9662,16.23,58,45,2.94,US,1683420905
149,alofi,-19.0595,-169.9187,25.94,89,48,3.09,NU,1683421045
150,dryden,49.7833,-92.7503,10.16,76,100,5.66,CA,1683421045
151,hamilton,39.1834,-84.5333,21.47,64,0,4.63,US,1683420879
152,flying fish cove,-10.4217,105.6791,28.82,78,75,4.12,CX,1683421046
153,mhamid,29.82,-5.72,26.58,16,3,2.7,MA,1683421046
154,khlevnoye,52.1951,39.0932,-2.99,71,1,2.87,RU,1683421046
155,ghadamis,30.1337,9.5007,26.86,18,100,4.54,LY,1683421046
156,micheweni,-4.9667,39.8333,25.45,84,20,4.57,TZ,1683421046
157,lebu,-37.6167,-73.65,11.63,93,13,5.41,CL,1683421046
158,walvis bay,-22.9575,14.5053,13.94,94,0,1.54,NA,1683421047
159,ta`u,-14.2336,-169.5144,27.9,73,5,3.75,AS,1683421047
160,darwin,-12.4611,130.8418,31.05,55,0,6.17,AU,1683421026
161,iquique,-20.2208,-70.1431,18.02,73,99,1.39,CL,1683421047
162,guatrache,-37.6678,-63.5302,13.38,48,100,1.18,AR,1683421047
163,ponta delgada,37.7333,-25.6667,18.4,94,40,5.14,PT,1683421047
164,chichimila,20.6167,-88.2167,28.59,53,93,3.54,MX,1683421047
165,palikir - national government center,6.9248,158.1611,29.41,79,100,2.06,FM,1683421048
166,gorshechnoye,51.5244,38.0365,0.36,72,14,3.23,RU,1683421048
167,egilsstadir,65.2653,-14.3948,7.95,81,75,1.54,IS,1683421048
168,ilulissat,69.2167,-51.1,-2.97,98,100,1.19,GL,1683421048
169,port elizabeth,-33.918,25.5701,17.4,83,0,4.63,ZA,1683421048
170,pimentel,-6.8367,-79.9342,25.16,73,0,6.17,PE,1683421048
171,lazaro cardenas,17.9583,-102.2,28.28,69,0,3.12,MX,1683421048
172,mount isa,-20.7333,139.5,23.87,23,43,7.2,AU,1683421049
173,endwell,42.1129,-76.021,12.07,70,95,1.34,US,1683420960
174,callao,-12.0667,-77.15,24.29,83,0,5.14,PE,1683421049
175,kargasok,59.0556,80.8572,13.71,54,6,4.26,RU,1683421049
176,francisco i. madero,29.7059,-107.8043,19.37,10,51,7.67,MX,1683421049
177,karratha,-20.7377,116.8463,26.72,27,11,9.76,AU,1683421049
178,aripuana,-9.1667,-60.6333,23.38,99,100,1.06,BR,1683421049
179,jianshui,23.6363,102.8264,27.56,39,12,2.4,CN,1683421050
180,saipan,15.1355,145.701,31.39,100,75,8.75,MP,1683421050
181,okhotsk,59.3833,143.3,4.71,71,16,2.6,RU,1683421050
182,bryne,58.7354,5.6477,9.2,50,13,3.6,NO,1683421050
183,akhmim,26.5622,31.745,21.11,39,0,3.15,EG,1683421050
184,necochea,-38.5473,-58.7368,15.59,98,100,4.05,AR,1683420954
185,coahuayana de hidalgo,18.7,-103.6583,28.34,64,0,1.99,MX,1683421050
186,jiangyou,31.7667,104.7167,18.87,78,100,1.26,CN,1683421051
187,price,39.5994,-110.8107,13.95,33,100,4.63,US,1683421051
188,yamada,39.4667,141.95,8.5,92,100,4.71,JP,1683421051
189,hermanus,-34.4187,19.2345,14.33,84,99,2.33,ZA,1683421051
190,palangkaraya,-2.2,113.8333,28.46,78,77,0.29,ID,1683421051
191,pedernales,18.0384,-71.744,26.43,69,2,2.5,DO,1683421051
192,newnham,-41.3833,147.1333,9.92,68,51,5.66,AU,1683421052
193,anchorage,61.2181,-149.9003,10.15,62,100,4.12,US,1683421044
194,neufchatel-en-bray,49.7332,1.4396,14.31,97,100,2.6,FR,1683421052
195,port alfred,-33.5906,26.891,14.54,90,53,0.89,ZA,1683421052
196,alesund,62.4723,6.1549,10.18,46,100,3.6,NO,1683421052
197,taiobeiras,-15.8078,-42.2331,16.24,79,0,1.14,BR,1683421052
198,klyuchi,52.2667,79.1667,15.35,45,0,2.73,RU,1683421052
199,aldinga beach,-35.2793,138.4604,14.31,55,54,5.42,AU,1683421053
200,birjand,32.8663,59.2211,7.26,26,0,3.09,IR,1683421053
201,nemuro,43.3236,145.575,3.66,71,26,2.76,JP,1683421053
202,leava,-14.3,-178.1667,28.37,75,85,3.88,WF,1683421053
203,vorgashor,67.5833,63.95,-9.43,92,100,4.14,RU,1683421053
204,kas,36.2018,29.6377,15.53,82,21,1.0,TR,1683421053
205,meru,0.0463,37.6559,14.29,86,61,1.77,KE,1683420862
206,west island,-12.1568,96.8225,26.99,94,40,1.54,CC,1683421053
207,cavelossim,15.1726,73.9419,25.87,78,52,1.19,IN,1683421054
208,nelson bay,-32.7167,152.15,18.33,63,0,6.26,AU,1683421054
209,bousso,10.4795,16.7117,31.62,33,27,1.86,TD,1683421054
210,shetpe,44.1667,52.1167,14.16,60,100,1.38,KZ,1683421054
211,pemalang,-6.9,109.3667,28.23,77,57,1.3,ID,1683421054
212,golaghat,26.5167,93.9667,23.48,75,0,2.2,IN,1683421054
213,hobyo,5.3505,48.5268,27.94,79,100,8.09,SO,1683421054
214,hammerfest,70.6634,23.6821,2.25,69,75,2.06,NO,1683421055
215,aykhal,66.0,111.5,-10.59,88,100,9.74,RU,1683421055
216,khimki,55.9017,37.4375,0.55,80,0,3.13,RU,1683421055
217,tolanaro,-25.0319,46.9987,21.04,88,75,6.17,MG,1683421055
218,taco pozo,-25.6167,-63.2833,16.23,74,94,2.18,AR,1683421055
219,dison,50.6096,5.8542,14.88,78,94,1.68,BE,1683421055
220,vorkuta,67.5,64.0,-8.95,92,100,4.2,RU,1683421055
221,bichena,10.45,38.2,14.49,73,97,1.28,ET,1683421056
222,olinda,-8.0089,-34.8553,26.85,78,75,2.06,BR,1683421056
223,cacoal,-11.4386,-61.4472,23.01,94,53,0.41,BR,1683420954
224,chonchi,-42.6128,-73.8092,9.56,96,17,2.12,CL,1683421056
225,st. john's,47.5649,-52.7093,2.66,94,100,5.66,CA,1683420874
226,alice springs,-23.7,133.8833,14.75,47,0,8.23,AU,1683421056
227,fortaleza,-3.7227,-38.5247,28.07,83,40,3.6,BR,1683421040
228,bikenibeu village,1.3673,173.1241,30.98,74,72,4.63,KI,1683421056
229,kavaratti,10.5669,72.642,28.44,66,100,3.4,IN,1683421057
230,abepura,-2.6333,140.5833,31.45,66,40,2.57,ID,1683421057
231,vernon,50.2581,-119.2691,15.74,63,100,0.51,CA,1683421057
232,novomykolayivka,47.9781,35.9102,5.93,68,2,6.8,UA,1683421057
233,bamboo flat,11.7,92.7167,29.22,73,100,2.52,IN,1683421057
234,minokamo,35.482,137.0217,20.18,100,75,0.0,JP,1683421057
235,toliara,-23.35,43.6667,20.85,78,0,2.07,MG,1683421057
236,ust-tsilma,65.441,52.1498,-7.82,93,100,4.53,RU,1683421057
237,ixtlan del rio,21.0333,-104.3667,29.5,25,6,3.82,MX,1683421058
238,atafu village,-8.5421,-172.5159,29.16,74,1,5.42,TK,1683421058
239,port macquarie,-31.4333,152.9167,22.72,29,2,1.75,AU,1683421058
240,juneau,58.3019,-134.4197,13.0,100,40,4.63,US,1683421058
241,saminaka,10.414,8.6828,23.58,66,100,1.84,NG,1683421058
242,swiecie,53.4095,18.4474,6.0,96,17,0.45,PL,1683421058
243,suwayr,30.1171,40.3893,22.52,30,0,5.23,SA,1683421058
244,mullovka,54.2,49.4,3.9,77,28,3.47,RU,1683421059
245,emerald,-23.5333,148.1667,22.41,70,68,1.35,AU,1683421059
246,petropavlovsk-kamchatsky,53.0452,158.6483,8.33,40,75,5.0,RU,1683421059
247,inari,68.906,27.0288,-3.89,86,58,3.15,FI,1683421059
248,letlhakane,-21.4167,25.5833,17.2,44,0,3.88,BW,1683421059
249,fada,9.5667,8.3,21.67,79,20,0.48,NG,1683421059
250,valparaiso,-33.0393,-71.6273,8.8,87,0,1.54,CL,1683421059
251,ternate,0.8,127.4,29.38,72,52,0.9,ID,1683421059
252,sheridan,44.8333,-106.9173,13.21,50,0,4.12,US,1683421060
253,kabinda,-6.1333,24.4833,20.11,87,2,1.27,CD,1683421060
254,mgandu,-5.95,34.1333,15.92,95,6,2.38,TZ,1683421060
255,bathsheba,13.2167,-59.5167,27.34,78,40,4.63,BB,1683421060
256,mao,39.8885,4.2658,18.31,88,0,2.06,ES,1683421060
257,shangyu,30.0156,120.8711,15.97,90,100,4.72,CN,1683421060
258,pisco,-13.7,-76.2167,21.03,83,0,5.14,PE,1683421060
259,patnanungan,14.7833,122.1833,28.47,78,13,3.95,PH,1683421061
260,saint-philippe,-21.3585,55.7679,23.77,78,45,4.78,RE,1683421061
261,behshahr,36.6923,53.5526,16.47,52,0,1.89,IR,1683421066
262,arkhangel'sk,64.5401,40.5433,-4.41,84,8,1.46,RU,1683421066
263,butterworth,5.3991,100.3638,28.02,94,20,1.54,MY,1683421066
264,libreville,0.3925,9.4537,25.01,94,20,2.06,GA,1683420905
265,kingston,17.997,-76.7936,28.53,81,40,8.23,JM,1683420991
266,castillos,-34.1667,-53.8333,19.49,96,100,3.57,UY,1683421067
267,bibir hat,22.6873,91.7853,28.99,62,0,1.04,BD,1683421067
268,yaren,-0.5472,166.916,28.66,75,29,6.28,NR,1683421067
269,cabo san lucas,22.8909,-109.9124,25.9,67,100,2.7,MX,1683421067
270,saldanha,-33.0117,17.9442,12.03,92,4,1.4,ZA,1683421067
271,crookston,47.7741,-96.6081,13.06,76,100,6.69,US,1683421068
272,ha tinh,18.3333,105.9,35.43,46,14,3.12,VN,1683420778
273,anguera,-12.151,-39.2453,21.33,96,0,1.78,BR,1683421068
274,arraial do cabo,-22.9661,-42.0278,23.73,81,100,3.83,BR,1683421068
275,freeport,40.6576,-73.5832,18.98,73,0,6.17,US,1683420990
276,tarko-sale,64.9225,77.785,-0.2,98,100,5.18,RU,1683421068
277,mount pleasant,32.7941,-79.8626,21.11,74,0,0.0,US,1683421069
278,huarmey,-10.0681,-78.1522,23.58,81,14,3.92,PE,1683421069
279,vasteras,59.6162,16.5528,0.95,80,56,0.0,SE,1683421069
280,nanping,26.645,118.1736,23.66,91,98,1.85,CN,1683421069
281,janauba,-15.8025,-43.3089,22.57,55,5,5.39,BR,1683421069
282,sao vicente,-23.9631,-46.3919,25.55,26,42,1.84,BR,1683421070
283,severo-yeniseyskiy,60.3725,93.0408,2.03,86,100,1.62,RU,1683421070
284,leh,34.1667,77.5833,-2.74,83,100,1.55,IN,1683421070
285,marsabit,2.3284,37.9899,17.3,87,7,4.64,KE,1683421070
286,omura,32.9214,129.9539,16.9,100,75,2.57,JP,1683421070
287,barclayville,4.6797,-8.2339,25.28,91,72,1.42,LR,1683421070
288,urangan,-25.3,152.9,21.73,59,100,1.0,AU,1683420815
289,natal,-5.795,-35.2094,26.12,83,20,3.09,BR,1683421071
290,mana,5.6592,-53.7767,25.96,88,99,3.8,GF,1683421071
291,carnarvon,-24.8667,113.6333,23.07,58,6,3.2,AU,1683421071
292,cape coast,5.1053,-1.2466,26.3,87,52,3.32,GH,1683421071
293,saint-pierre,-21.3393,55.4781,23.82,78,40,2.06,RE,1683421071
294,bengkulu,-3.8004,102.2655,25.53,87,100,1.95,ID,1683421071
295,berezovyy,51.6667,135.7,13.69,37,76,0.41,RU,1683421071
296,roghun,38.7826,69.8708,7.84,79,100,1.74,TJ,1683421072
297,talara,-4.5772,-81.2719,26.42,73,0,3.09,PE,1683421072
298,bethanie,-26.4833,17.15,13.47,42,0,0.87,NA,1683421072
299,howrah,22.5892,88.3103,29.0,84,0,2.06,IN,1683421072
300,les avirons,-21.2418,55.3394,22.05,78,40,2.06,RE,1683421072
301,prince rupert,54.3161,-130.3201,10.05,78,100,5.14,CA,1683421072
302,nadi,-17.8,177.4167,30.0,62,40,3.6,FJ,1683421073
303,usinsk,65.9939,57.5281,-5.02,84,100,11.89,RU,1683421073
304,nar'yan-mar,67.6713,53.087,-8.68,95,87,4.48,RU,1683421073
305,utrik,11.2278,169.8474,27.35,79,100,7.74,MH,1683421073
306,touros,-5.1989,-35.4608,25.24,82,8,4.92,BR,1683421073
307,hasaki,35.7333,140.8333,19.22,91,100,5.64,JP,1683421073
308,ouarzazat,30.9189,-6.8934,22.16,28,0,5.14,MA,1683421073
309,sosnovskoye,55.8052,43.167,-2.39,80,13,3.24,RU,1683421074
310,mount gambier,-37.8333,140.7667,10.79,59,96,3.88,AU,1683421074
311,luderitz,-26.6481,15.1594,12.48,80,0,4.6,NA,1683421074
312,nabire,-3.3667,135.4833,30.06,71,24,1.46,ID,1683421074
313,la quiaca,-22.1024,-65.593,10.44,26,96,5.11,AR,1683421074
314,las terrenas,19.311,-69.5428,25.09,77,1,2.85,DO,1683421074
315,al jawf,29.5,38.75,18.98,38,0,2.99,SA,1683421075
316,mchinji,-13.7984,32.8802,12.6,81,1,1.41,MW,1683421075
317,santa elena de uairen,4.6167,-61.1333,20.31,87,100,1.56,VE,1683421075
318,goulburn,-34.75,149.7167,9.32,67,44,2.24,AU,1683421075
319,caibarien,22.5206,-79.4669,26.45,79,27,5.79,CU,1683421075
320,coronel dorrego,-38.7187,-61.2873,12.85,71,100,1.74,AR,1683421076
321,rio gallegos,-51.6226,-69.2181,6.03,61,0,3.6,AR,1683421076
322,kaa-khem,51.6833,94.7333,10.92,40,100,0.8,RU,1683421076
323,dunedin,-45.8742,170.5036,16.15,99,94,4.02,NZ,1683421076
324,igarka,67.4667,86.5833,-9.13,78,100,3.08,RU,1683421076
325,baruun-urt,46.6806,113.2792,11.15,20,0,5.56,MN,1683421076
326,tual,-5.6667,132.75,28.65,77,93,3.6,ID,1683421077
327,kabin buri,13.9511,101.7177,31.45,64,80,3.8,TH,1683421077
328,katsuren-haebaru,26.3369,127.8719,27.01,83,40,5.14,JP,1683421077
329,kidal,18.4411,1.4078,32.73,11,35,4.71,ML,1683421077
330,broome,42.2506,-75.833,12.04,63,83,1.52,US,1683421077
331,genhe,50.7833,121.5167,12.89,22,0,4.3,CN,1683421077
332,iskateley,67.6803,53.1512,-8.76,95,88,4.45,RU,1683421077
333,remire-montjoly,4.9167,-52.2667,26.02,94,0,0.51,GF,1683421077
334,sao felix do xingu,-6.6447,-51.995,22.54,98,54,0.89,BR,1683420902
335,brookings,44.3114,-96.7984,21.0,62,0,9.77,US,1683421078
336,college,64.8569,-147.8028,11.97,40,75,5.66,US,1683421078
337,fortuna,40.5982,-124.1573,14.96,66,16,0.89,US,1683421078
338,onega,63.9061,38.1404,-3.35,93,16,2.04,RU,1683421078
339,kamyshin,50.0983,45.416,9.47,62,95,5.76,RU,1683421078
340,ormara,25.2088,64.6357,27.36,76,0,5.96,PK,1683421078
341,al qubbah,32.7616,22.2424,11.14,95,21,6.36,LY,1683421079
342,hami,42.8,93.45,11.73,38,99,4.96,CN,1683421079
343,aurillac,44.9167,2.45,11.49,98,100,1.54,FR,1683421079
344,gadzhiyevo,69.2551,33.3362,-5.66,96,36,2.81,RU,1683421079
345,ujae,8.9322,165.7642,28.01,81,68,7.91,MH,1683421079
346,la'ie,21.6477,-157.9253,28.98,68,85,9.17,US,1683421079
347,agbabu,6.5886,4.8343,24.02,94,100,0.47,NG,1683421080
348,codrington,-38.2667,141.9667,11.3,56,99,6.77,AU,1683421080
349,moncks corner,33.196,-80.0131,21.02,57,0,1.54,US,1683421080
350,uturoa,-16.7333,-151.4333,28.18,72,100,7.06,PF,1683421080
351,nuuk,64.1835,-51.7216,-0.07,93,100,5.36,GL,1683421080
352,tadine,-21.55,167.8833,26.01,77,44,5.19,NC,1683421080
353,ugoofaaru,5.6667,73.0,29.2,71,100,7.2,MV,1683421080
354,moyobamba,-6.05,-76.9667,19.3,99,58,0.61,PE,1683421080
355,sanctuary point,-35.1114,150.629,11.85,84,100,3.52,AU,1683421081
356,andergrove,-21.0833,149.1833,28.14,65,88,4.17,AU,1683421081
357,ahvaz,31.3203,48.6693,20.97,40,0,1.03,IR,1683421081
358,hadithah,34.1397,42.3781,22.66,46,30,9.37,IQ,1683421081
359,lerwick,60.1545,-1.1494,8.0,91,100,9.32,GB,1683421081
360,baotou,40.6522,109.8222,13.5,25,6,2.29,CN,1683421081
361,kapoeta,4.7717,33.5903,25.57,64,91,6.84,SS,1683421081
362,tianchang,37.9981,114.0156,18.91,40,0,1.92,CN,1683421082
363,bardai,11.65,7.2333,25.26,60,100,3.2,NG,1683421082
364,val-d'or,48.1002,-77.7828,17.05,34,40,1.54,CA,1683421069
365,kota kinabalu,5.9749,116.0724,29.99,74,20,1.03,MY,1683421082
366,lesosibirsk,58.2358,92.4828,6.3,74,100,2.08,RU,1683421082
